project,c_label,s_label,species_id,isotype,strain_name,collection_date_UTC,collection_local_time,collection_altitude,collection_cluster_3km,collection_location,collection_island,collection_trail,landscape,ambient_humidity,substrate,substrate_notes,substrate_other,ambient_temperature,substrate_temperature,gridsect,gridsect_index,gridsect_radius,grid_sect_direction,isolation_date_UTC,worms_on_sample,approximate_number_of_worms,proliferating,pcr_product_its2,pcr_product_ssu,general_notes,manual_blast_notes,possible_new_caeno_sp,make_strain_name,reason_strain_not_named,collection_type,lc_id,lc_area_km2,lc_detailed,lc_general,lc_biome,lc_major,lc_moisture,habstatus_id,habstatus,veg_id,veg_class,NatServElem,soil_moisture_ann,tair_ann,tsurf_ann,leaf_area_index_ann,rainfall_mm_ann,collection_longitude,collection_latitude
2017-Aug,C-0068,S-05009,,,,2017-08-02,36840,131.3264605,,Kuliouou Ridge Trail,Oahu,,,66.7,Vegetal_litter/mix,,,29.5,27.3,no,,,,2017-08-03,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,33,Hawaiian Introduced Deciduous Shrubland,,0.495885759592056,22.8564968109131,20.3526668548584,2.7540168762207,1451.65625,-157.72425,21.3071
2017-Aug,C-0068,S-05018,,,,2017-08-02,36840,131.3264605,,Kuliouou Ridge Trail,Oahu,,,66.7,Vegetal_litter/mix,,,29.5,27.3,no,,,,2017-08-03,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,33,Hawaiian Introduced Deciduous Shrubland,,0.495885759592056,22.8564968109131,20.3526668548584,2.7540168762207,1451.65625,-157.72425,21.3071
2017-Aug,C-0006,S-05001,,,,2017-08-02,37260,144.2327869,,Kuliouou Ridge Trail,Oahu,,,65.1,Vegetal_litter/mix,,,29.5,25,no,,,,2017-08-03,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.723378,21.306356
2017-Aug,C-0006,S-05006,,,,2017-08-02,37260,144.2327869,,Kuliouou Ridge Trail,Oahu,,,65.1,Vegetal_litter/mix,,,29.5,25,no,,,,2017-08-03,Yes,Some (11-25),,,,,,,,,unknown nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.723378,21.306356
2017-Aug,C-0049,S-05014,,,,2017-08-02,37500,152.1705202,,Kuliouou Ridge Trail,Oahu,,,66.2,Vegetal_litter/mix,,,29.5,26.6,no,,,,2017-08-03,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.723156,21.306561
2017-Aug,C-0049,S-05015,,,,2017-08-02,37500,152.1705202,,Kuliouou Ridge Trail,Oahu,,,66.2,Vegetal_litter/mix,,,29.5,26.6,no,,,,2017-08-03,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.723156,21.306561
2017-Aug,C-0049,S-05016,,,,2017-08-02,37500,152.1705202,,Kuliouou Ridge Trail,Oahu,,,66.2,Vegetal_litter/mix,,,29.5,26.6,no,,,,2017-08-03,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.723156,21.306561
2017-Aug,C-0041,S-05011,,,,2017-08-02,38520,152.0687204,,Kuliouou Ridge Trail,Oahu,,,73.7,Vegetal_litter/mix,,,27.4,24.8,no,,,,2017-08-03,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.723156,21.306561
2017-Aug,C-0011,,,,,2017-08-02,38940,222.2000657,,Kuliouou Ridge Trail,Oahu,,,71.7,Other,,,28.1,25.8,no,,,,2017-08-04,No,,,,,,,,,,no nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.722578,21.307575
2017-Aug,C-0007,S-05029,,,,2017-08-02,39120,218.5114155,,Kuliouou Ridge Trail,Oahu,,,72.2,Vegetal_litter/mix,,,27.4,24.4,no,,,,2017-08-04,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.722292,21.307472
2017-Aug,C-0007,S-05031,,,,2017-08-02,39120,218.5114155,,Kuliouou Ridge Trail,Oahu,,,72.2,Vegetal_litter/mix,,,27.4,24.4,no,,,,2017-08-04,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.722292,21.307472
2017-Aug,C-0008,,,,,2017-08-02,39420,213.4736842,,Kuliouou Ridge Trail,Oahu,,,72.6,Fungus,,,26.7,24.1,no,,,,2017-08-04,Tracks,,,,,,,,,,unknown nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.722289,21.307517
2017-Aug,C-0010,,,,,2017-08-02,39780,262.4184397,,Kuliouou Ridge Trail,Oahu,,,79.1,Vegetal_litter/mix,,,27.4,24.5,no,,,,2017-08-04,No,,,,,,,,,,no nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.497109621763229,21.9462909698486,17.9600830078125,2.76319909095764,1471.8623046875,-157.722608,21.308633
2017-Aug,C-0009,S-05022,,,,2017-08-02,40080,250.5477387,,Kuliouou Ridge Trail,Oahu,,,73.8,Vegetal_litter/mix,,,27.4,25.6,no,,,,2017-08-04,Yes,Few (4-10),0,,,,,,,,unknown nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.497109621763229,21.9462909698486,17.9600830078125,2.76319909095764,1471.8623046875,-157.722431,21.308419
2017-Aug,C-0009,S-05023,,,,2017-08-02,40080,250.5477387,,Kuliouou Ridge Trail,Oahu,,,73.8,Vegetal_litter/mix,,,27.4,25.6,no,,,,2017-08-04,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.497109621763229,21.9462909698486,17.9600830078125,2.76319909095764,1471.8623046875,-157.722431,21.308419
2017-Aug,C-0009,S-05030,,,,2017-08-02,40080,250.5477387,,Kuliouou Ridge Trail,Oahu,,,73.8,Vegetal_litter/mix,,,27.4,25.6,no,,,,2017-08-04,Yes,Few (4-10),0,,,,,,,,unknown nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.497109621763229,21.9462909698486,17.9600830078125,2.76319909095764,1471.8623046875,-157.722431,21.308419
2017-Aug,C-0056,,,,,2017-08-02,40620,278.7562189,,Kuliouou Ridge Trail,Oahu,,,72.3,Vegetal_litter/mix,,,29.5,25,no,,,,2017-08-04,Tracks,,,,,,,,,,unknown nematode,35,680.2,Alien dry shrubland,Alien Dry Shrub,Dry Shrubland,Shrubland,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.497109621763229,21.9462909698486,17.9600830078125,2.76319909095764,1471.8623046875,-157.721964,21.308586
2017-Aug,C-0012,S-05041,,,,2017-08-02,41040,309.9892473,,Kuliouou Ridge Trail,Oahu,,,73.5,Vegetal_litter/mix,,,28.1,24.1,no,,,,2017-08-04,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,34,Hawaiian Introduced Perennial Grassland,,0.489772170782089,22.272424697876,19.7623329162598,3.09066438674927,1413.31591796875,-157.722147,21.307931
2017-Aug,C-0013,,,,,2017-08-02,41220,326.0833664,,Kuliouou Ridge Trail,Oahu,,,73.5,Other,,,28.1,25.6,no,,,,2017-08-04,No,,,,,,,,,,no nematode,35,680.2,Alien dry shrubland,Alien Dry Shrub,Dry Shrubland,Shrubland,Dry,2,Introduced,12,Hawai'i Lowland Dry Forest,,0.48979452252388,21.4727439880371,18.9619998931885,3.16934061050415,1422.96655273438,-157.721008,21.309486
2017-Aug,C-0028,S-05017,,,,2017-08-02,41820,316.4871795,,Kuliouou Ridge Trail,Oahu,,,73.5,Vegetal_litter/mix,,,28.1,23.5,no,,,,2017-08-03,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,35,680.2,Alien dry shrubland,Alien Dry Shrub,Dry Shrubland,Shrubland,Dry,2,Introduced,12,Hawai'i Lowland Dry Forest,,0.48979452252388,21.4727439880371,18.9619998931885,3.16934061050415,1422.96655273438,-157.721036,21.309397
2017-Aug,C-0028,S-05026,,,,2017-08-02,41820,316.4871795,,Kuliouou Ridge Trail,Oahu,,,73.5,Vegetal_litter/mix,,,28.1,23.5,no,,,,2017-08-03,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,35,680.2,Alien dry shrubland,Alien Dry Shrub,Dry Shrubland,Shrubland,Dry,2,Introduced,12,Hawai'i Lowland Dry Forest,,0.48979452252388,21.4727439880371,18.9619998931885,3.16934061050415,1422.96655273438,-157.721036,21.309397
2017-Aug,C-0014,,,,,2017-08-02,42120,358.6326531,,Kuliouou Ridge Trail,Oahu,,,71.3,Vegetal_litter/mix,,,28.2,24.3,no,,,,2017-08-04,Tracks,,,,,,,,,,unknown nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,13,Hawai'i Lowland Mesic Forest,,0.495137453079224,21.5387325286865,17.5529174804688,2.46314334869385,1466.50280761719,-157.721019,21.311314
2017-Aug,C-0038,S-05003,,,,2017-08-02,42540,389.2580645,,Kuliouou Ridge Trail,Oahu,,,71.1,Vegetal_litter/mix,,,26.7,22.8,no,,,,2017-08-03,Yes,Very Few (1-3),,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,13,Hawai'i Lowland Mesic Forest,,0.503227710723877,21.4679088592529,17.486499786377,1.88687801361084,1523.53100585938,-157.721692,21.312139
2017-Aug,C-0038,S-05019,,,,2017-08-02,42540,389.2580645,,Kuliouou Ridge Trail,Oahu,,,71.1,Vegetal_litter/mix,,,26.7,22.8,no,,,,2017-08-03,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,13,Hawai'i Lowland Mesic Forest,,0.503227710723877,21.4679088592529,17.486499786377,1.88687801361084,1523.53100585938,-157.721692,21.312139
2017-Aug,C-0015,S-05036,,,,2017-08-02,42780,395.3019391,,Kuliouou Ridge Trail,Oahu,,,78.9,Vegetal_litter/mix,,,24.7,22.9,no,,,,2017-08-04,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.721969,21.313192
2017-Aug,C-0039,S-05012,Oscheius sp.,,,2017-08-02,43140,431.312,,Kuliouou Ridge Trail,Oahu,,,85.6,Vegetal_litter/mix,,,24.7,21.6,no,,,,2017-08-03,Yes,Very Few (1-3),1,1,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.722486,21.314181
2017-Aug,C-0016,S-05021,,,,2017-08-02,43260,424.9304348,,Kuliouou Ridge Trail,Oahu,,,81.3,Rotting_nut/pod/seed/fruit,,,25.3,20.9,no,,,,2017-08-03,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.722458,21.314133
2017-Aug,C-0057,S-05005,,,,2017-08-02,43440,436.2609819,,Kuliouou Ridge Trail,Oahu,,,81.5,Rotting_nut/pod/seed/fruit,,,25.3,22,no,,,,2017-08-03,Yes,Few (4-10),,,,,,,,,unknown nematode,34,243.781,Alien mesic shrubland,Alien Mesic Shrub,Mesic Shrubland,Shrubland,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.7226,21.314214
2017-Aug,C-0057,S-05007,,,,2017-08-02,43440,436.2609819,,Kuliouou Ridge Trail,Oahu,,,81.5,Rotting_nut/pod/seed/fruit,,,25.3,22,no,,,,2017-08-03,Yes,Few (4-10),,,,,,,,,unknown nematode,34,243.781,Alien mesic shrubland,Alien Mesic Shrub,Mesic Shrubland,Shrubland,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.7226,21.314214
2017-Aug,C-0057,S-05013,,,,2017-08-02,43440,436.2609819,,Kuliouou Ridge Trail,Oahu,,,81.5,Rotting_nut/pod/seed/fruit,,,25.3,22,no,,,,2017-08-03,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,34,243.781,Alien mesic shrubland,Alien Mesic Shrub,Mesic Shrubland,Shrubland,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.7226,21.314214
2017-Aug,C-0017,,,,,2017-08-02,43860,436.3756098,,Kuliouou Ridge Trail,Oahu,,,86.8,Vegetal_litter/mix,,,24.7,21.6,no,,,,2017-08-04,No,,,,,,,,,,no nematode,34,243.781,Alien mesic shrubland,Alien Mesic Shrub,Mesic Shrubland,Shrubland,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.722581,21.314208
2017-Aug,C-0018,,,,,2017-08-02,45360,545.13,,Kuliouou Ridge Trail,Oahu,,,81.5,Vegetal_litter/mix,,,27.3,27.2,no,,,,2017-08-04,No,,,,,,,,,,no nematode,3,176.863,Low-stature ohia wet forest,Native Wet Forest,Wet Forest,Forest,Wet,3,Native,13,Hawai'i Lowland Mesic Forest,,0.522278785705566,20.6080474853516,16.6434173583984,3.08315110206604,1690.24536132813,-157.723625,21.318233
2017-Aug,C-0019,,,,,2017-08-02,47760,631.4885496,,Kuliouou Ridge Trail,Oahu,,,87.7,Rotting_nut/pod/seed/fruit,,,24,26.7,no,,,,2017-08-04,No,,,,,,,,,,no nematode,3,176.863,Low-stature ohia wet forest,Native Wet Forest,Wet Forest,Forest,Wet,3,Native,13,Hawai'i Lowland Mesic Forest,,0.510581016540527,19.9787158966064,16.0075836181641,2.06418347358704,1596.16381835938,-157.723114,21.320464
2017-Aug,C-0020,,,,,2017-08-02,49200,464.1857143,,Kuliouou Ridge Trail,Oahu,,,89.2,Vegetal_litter/mix,,,24,21.9,no,,,,2017-08-04,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.511174499988556,20.7376670837402,16.7638339996338,3.7396388053894,1595.65002441406,-157.723381,21.315164
2017-Aug,C-0021,S-05024,,,,2017-08-02,49500,445.5323741,,Kuliouou Ridge Trail,Oahu,,,90.6,Vegetal_litter/mix,,,24,21.7,no,,,,2017-08-04,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.723014,21.314639
2017-Aug,C-0021,S-05028,,,,2017-08-02,49500,445.5323741,,Kuliouou Ridge Trail,Oahu,,,90.6,Vegetal_litter/mix,,,24,21.7,no,,,,2017-08-04,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.723014,21.314639
2017-Aug,C-0022,S-05033,,,,2017-08-02,49800,413.4662921,,Kuliouou Ridge Trail,Oahu,,,87.7,Vegetal_litter/mix,,,24.7,22.2,no,,,,2017-08-04,Yes,Few (4-10),0,,,,,,,,unknown nematode,34,243.781,Alien mesic shrubland,Alien Mesic Shrub,Mesic Shrubland,Shrubland,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.507947027683258,20.8824691772461,18.3859996795654,3.28083777427673,1565.69836425781,-157.722117,21.313558
2017-Aug,C-0023,,,,,2017-08-02,50280,343.2487047,,Kuliouou Ridge Trail,Oahu,,,85.7,Vegetal_litter/mix,,,24.7,22.9,no,,,,2017-08-04,No,,,,,,,,,,no nematode,21,186.286,Alien dry forest,Alien Dry Forest,Dry Forest,Forest,Dry,2,Introduced,13,Hawai'i Lowland Mesic Forest,,0.495137453079224,21.5387325286865,17.5529174804688,2.46314334869385,1466.50280761719,-157.721069,21.311078
2017-Aug,C-0051,S-05064,,,,2017-08-03,30540,324.9030303,,,Oahu,,,72.9,Vegetal_litter/mix,,,26,24.4,no,,,,2017-08-04,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,19,591.036,Alien wet forest,Alien Wet Forest,Wet Forest,Forest,Wet,1,Disturbed,32,Hawaiian Introduced Wet-Mesic Forest,,0.641721308231354,20.9123783111572,18.6464176177979,2.68183970451355,2935.00634765625,-157.805756,21.359433
2017-Aug,C-0051,S-05073,,,,2017-08-03,30540,324.9030303,,,Oahu,,,72.9,Vegetal_litter/mix,,,26,24.4,no,,,,2017-08-04,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,19,591.036,Alien wet forest,Alien Wet Forest,Wet Forest,Forest,Wet,1,Disturbed,32,Hawaiian Introduced Wet-Mesic Forest,,0.641721308231354,20.9123783111572,18.6464176177979,2.68183970451355,2935.00634765625,-157.805756,21.359433
2017-Aug,C-0052,S-05055,,,,2017-08-03,31560,308.0181406,,,Oahu,,,81.3,Vegetal_litter/mix,,,24.7,22.1,no,,,,2017-08-04,Yes,Proliferating (25+),1,0,1,,,,,,non-Caeno,19,591.036,Alien wet forest,Alien Wet Forest,Wet Forest,Forest,Wet,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.649442195892334,20.8433952331543,18.6152496337891,3.17705702781677,3059.11206054688,-157.810692,21.353661
2017-Aug,C-0055,S-05075,Caenorhabditis oiwi,,,2017-08-03,31800,311.9666269,,,Oahu,,,78.9,Rotting_flower,,,24.7,22.6,no,,,,2017-08-04,Yes,Proliferating (25+),1,1,1,,,,,,other-Caeno,19,591.036,Alien wet forest,Alien Wet Forest,Wet Forest,Forest,Wet,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.649442195892334,20.8433952331543,18.6152496337891,3.17705702781677,3059.11206054688,-157.810183,21.354133
